title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
{12Sợi/1 hộp} Chỉ phẫu thuật không tiêu liền kim vô trùng Chỉ khâu phẫu thuật Nylon (không tiêu),85.000 ₫,https://www.lazada.vn/products/12soi1-hop-chi-phau-thuat-khong-tieu-lien-kim-vo-trung-chi-khau-phau-thuat-nylon-khong-tieu-i2500103553.html,37,37,,"15 Đã bán
(3)
Hà Nội",lazada,health,37,
Máy Đo Đường Huyết PreciChek AC-300 KÈM Bịch 50 Que Thử Đường - Nhập Khẩu Từ Đức,1.170.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-precichek-ac-300-kem-bich-50-que-thu-duong-nhap-khau-tu-duc-i1804437585.html,38,38,10% Off,Hồ Chí Minh,lazada,health,38,
Máy Đo Đường Huyết Safe Accu 2 Tặng Kèm 50 Que Thử Và 50 Kim,250.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-safe-accu-2-tang-kem-50-que-thu-va-50-kim-i1537307215.html,39,39,40% Off,"(2)
Hà Nội",lazada,health,39,
"( Chính Hãng ) Máy Tesst Tểu Đường Tại Nhà Máy Đo Đường Huyết Thông Minh Sinocare - GA3, Đọc Kết Quả Bằng Giọng Nói, Thiết Kế Thân Thiện Nhỏ Gọn, Màn Hình LCD kết quả chính xác lên đến 99%.BH 12 tháng",350.000 ₫,https://www.lazada.vn/products/chinh-hang-may-tesst-teu-duong-tai-nha-may-do-duong-huyet-thong-minh-sinocare-ga3-doc-ket-qua-bang-giong-noi-thiet-ke-than-thien-nho-gon-man-hinh-lcd-ket-qua-chinh-xac-len-den-99bh-12-thang-i2536517203.html,40,40,50% Off,"48 Đã bán
(6)
Hồ Chí Minh",lazada,health,40,
Máy Đo Đường Huyết On Call Plus Kèm Hộp 25 Que Thử Đường Huyết On Call Plus [Bảo Hành Trọn Đời],529.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-on-call-plus-kem-hop-25-que-thu-duong-huyet-on-call-plus-bao-hanh-tron-doi-i2603110850.html,1,1,41% Off,"(1)
Hà Nội",lazada,health,1,Official
Que thử đường huyết EasyGluco | Easy gluco (lọ 25que x2),109.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-easygluco-easy-gluco-lo-25que-x2-i2343892400.html,2,2,,"15 Đã bán
(4)
Hồ Chí Minh",lazada,health,2,
Hộp 50 Que Thử Đường Huyết Safe Accu Sinocare Dạng Vỉ + Tặng 50 Kim Chích,138.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-safe-accu-sinocare-dang-vi-tang-50-kim-chich-i1050300781.html,3,3,,"35 Đã bán
(11)
Hà Nội",lazada,health,3,
Máy đo đường huyết clever chek Td4230 /Td 4125,139.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-clever-chek-td4230-td-4125-i828140722.html,4,4,13% Off,"56 Đã bán
(18)
Đồng Nai",lazada,health,4,
"Túi chườm đá lạnh size lớn 26 cm, Hỗ trợ giảm chấn thương khi vận động, chơi thể thao, đá bóng, chườm lạnh, chườm đá, túi trườm đá - Loki Care",23.000 ₫,https://www.lazada.vn/products/tui-chuom-da-lanh-size-lon-26-cm-ho-tro-giam-chan-thuong-khi-van-dong-choi-the-thao-da-bong-chuom-lanh-chuom-da-tui-truom-da-loki-care-i2337610193.html,5,5,50% Off,"226 Đã bán
(28)
Hà Nội",lazada,health,5,
"Dung dịch rửa vết thương SUPORAN - Làm sạch 99,9% vi khuẩn, nấm trong 30 giây| Bs Hả Da Liễu Khuyên Dùng",50.000 ₫,https://www.lazada.vn/products/dung-dich-rua-vet-thuong-suporan-lam-sach-999-vi-khuan-nam-trong-30-giay-bs-ha-da-lieu-khuyen-dung-i2474994472.html,6,6,,"6 Đã bán
(1)
Hồ Chí Minh",lazada,health,6,
Máy Đo Đường Huyết On Call EZ II Kèm Hộp 25 Que Thử Đường Huyết Và 100 Kim Lấy Máu [Bảo Hành Trọn Đời],379.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-on-call-ez-ii-kem-hop-25-que-thu-duong-huyet-va-100-kim-lay-mau-bao-hanh-tron-doi-i2603139736.html,7,7,37% Off,"9 Đã bán
(1)
Hà Nội",lazada,health,7,Official
Máy đo huyết áp tự động Beurer BM-44 hàng Đức độ chính xác cao dễ sử dụng cho người lớn tuổi,1.249.500 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tu-dong-beurer-bm-44-hang-duc-do-chinh-xac-cao-de-su-dung-cho-nguoi-lon-tuoi-i829492445.html,8,8,38% Off,Hà Nội,lazada,health,8,
Máy đo đường huyết EasyMax TAG đo tiểu đường,990.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-easymax-tag-do-tieu-duong-i2414271913.html,9,9,9% Off,Hồ Chí Minh,lazada,health,9,
Dây đai cố định ống mở khí quản,25.000 ₫,https://www.lazada.vn/products/day-dai-co-dinh-ong-mo-khi-quan-i2228817102.html,10,10,38% Off,"24 Đã bán
(2)
Hà Nội",lazada,health,10,
Máy đo đường huyết Safe Accu - Sinocare Đức (Tặng kèm 50 que thử và 50 kim),212.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-safe-accu-sinocare-duc-tang-kem-50-que-thu-va-50-kim-i275592429.html,11,11,20% Off,"3.8K Đã bán
(830)
Hồ Chí Minh",lazada,health,11,
Dầu gió trắng cây búa Singapore 5ml,55.000 ₫,https://www.lazada.vn/products/dau-gio-trang-cay-bua-singapore-5ml-i1509353692.html,12,12,39% Off,"1.6K Đã bán
(167)
Hồ Chí Minh",lazada,health,12,
MÁY ĐO HUYẾT ÁP BẮP TAY KACHI BLS-2009A GIỌNG NÓI TIẾNG VIỆT,680.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-kachi-bls-2009a-giong-noi-tieng-viet-i2299987757.html,13,13,13% Off,Bình Dương,lazada,health,13,
Máy đo đường huyết Precichek AC-300 + 50 que thử,1.250.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-precichek-ac-300-50-que-thu-i1550758058.html,14,14,4% Off,Hồ Chí Minh,lazada,health,14,
"Kim chích lấy máu 4 cạnh đầu tròn dùng cho đo thử đường huyết , tiểu đường Sinocare (hộp 50 kim), Nam Sơn SaiGon",20.000 ₫,https://www.lazada.vn/products/kim-chich-lay-mau-4-canh-dau-tron-dung-cho-do-thu-duong-huyet-tieu-duong-sinocare-hop-50-kim-nam-son-saigon-i1526248329.html,15,15,50% Off,"50 Đã bán
(5)
Hồ Chí Minh",lazada,health,15,
✅ Que Thử Đường Huyết Easy Gluco | (Date Xa) | (Chính hãng Osang Healthcare - Hàn Quốc) -VT0764 - Y Tế Vạn Thành,118.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-easy-gluco-date-xa-chinh-hang-osang-healthcare-han-quoc-vt0764-y-te-van-thanh-i1556497164.html,16,16,,"118 Đã bán
(31)
Hồ Chí Minh",lazada,health,16,
"Máy đường huyết Safe AQ sinocare cao cấp, công nghệ Đức, tặng 50 que thử và 50 kim lấy máu",280.000 ₫,https://www.lazada.vn/products/may-duong-huyet-safe-aq-sinocare-cao-cap-cong-nghe-duc-tang-50-que-thu-va-50-kim-lay-mau-i2362929393.html,17,17,44% Off,"15 Đã bán
(5)
Hà Nội",lazada,health,17,
Máy đo Acid Uric (kiểm tra Gout) Benecheck Plus,699.000 ₫,https://www.lazada.vn/products/may-do-acid-uric-kiem-tra-gout-benecheck-plus-i1633245072.html,18,18,13% Off,"(1)
Hồ Chí Minh",lazada,health,18,
DẦU GIÓ KIM AGI CHAI 6ML GIÁ TỐT,24.000 ₫,https://www.lazada.vn/products/dau-gio-kim-agi-chai-6ml-gia-tot-i2102172702.html,19,19,31% Off,"448 Đã bán
(46)
Hồ Chí Minh",lazada,health,19,
Bộ Test 50 Kim + 50 Que Thử Đường Huyết Yuwell 710 Dùng Cho Máy Đo Đường Huyết Yuwell Accusure 710,223.000 ₫,https://www.lazada.vn/products/bo-test-50-kim-50-que-thu-duong-huyet-yuwell-710-dung-cho-may-do-duong-huyet-yuwell-accusure-710-i1681499509.html,20,20,16% Off,"93 Đã bán
(14)
Hà Nội",lazada,health,20,
Máy Đo Huyết Áp Cơ Rossmax,283.360 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-rossmax-i274352076.html,21,21,16% Off,"725 Đã bán
(165)
Hồ Chí Minh",lazada,health,21,
50 Que Thử Đường Huyết Sinocare Safe Accu Hộp Que Thử Date Dài,135.000 ₫,https://www.lazada.vn/products/50-que-thu-duong-huyet-sinocare-safe-accu-hop-que-thu-date-dai-i1050304770.html,22,22,18% Off,"154 Đã bán
(29)
Hà Nội",lazada,health,22,
"MEDTEC - Xịt bó bột 150ml, giúp giảm mùi hôi, giảm ngứa, ẩm ướt khi bó bột cho người lớn và trẻ em",50.000 ₫,https://www.lazada.vn/products/medtec-xit-bo-bot-150ml-giup-giam-mui-hoi-giam-ngua-am-uot-khi-bo-bot-cho-nguoi-lon-va-tre-em-i2554106016.html,23,23,29% Off,"35 Đã bán
(30)
Hà Nội",lazada,health,23,Official
Bộ máy đo đường huyết Sinocare Safe AQ tặng 50 que thử và 50 kim lấy máu,218.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-sinocare-safe-aq-tang-50-que-thu-va-50-kim-lay-mau-i265830460.html,24,24,22% Off,"92 Đã bán
(26)
Hà Nội",lazada,health,24,
Giường Nằm Chăm Sóc Bệnh Nhân Đa Năng DODOTO A01-III 4 Tay Quay 12 Chức Năng Tiện Lợi,8.160.000 ₫,https://www.lazada.vn/products/giuong-nam-cham-soc-benh-nhan-da-nang-dodoto-a01-iii-4-tay-quay-12-chuc-nang-tien-loi-i2402517109.html,25,25,9% Off,Hồ Chí Minh,lazada,health,25,Official
Kim chích lấy máu sinocare,10.000 ₫,https://www.lazada.vn/products/kim-chich-lay-mau-sinocare-i2189427191.html,26,26,,"23 Đã bán
(2)
Hồ Chí Minh",lazada,health,26,
"Máy đo huyết áp bắp tay MICROLIFE A2 Classic dễ sữ dụng, đơn giản, nhỏ gọn - YTL",685.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-microlife-a2-classic-de-su-dung-don-gian-nho-gon-ytl-i2160798518.html,27,27,19% Off,"(2)
Hồ Chí Minh",lazada,health,27,Official
"[Chính hãng] Que Thử Đường Huyết Terumo Medisafe Fit, Hộp 30 Que, Date Mới",234.000 ₫,https://www.lazada.vn/products/chinh-hang-que-thu-duong-huyet-terumo-medisafe-fit-hop-30-que-date-moi-i2484332121.html,28,28,,"15 Đã bán
(5)
Hồ Chí Minh",lazada,health,28,
Máy đo đường huyết Uright TD-4265 tặng kèm 25 que thử đường huyết,126.500 ₫,https://www.lazada.vn/products/may-do-duong-huyet-uright-td-4265-tang-kem-25-que-thu-duong-huyet-i2423018744.html,29,29,37% Off,"40 Đã bán
(12)
Hồ Chí Minh",lazada,health,29,
"Pin máy trợ thính 312 KIRKLAND Vỉ 8 viên 1,45V Hàng chính hãng, Hạn 10-2024",39.900 ₫,https://www.lazada.vn/products/pin-may-tro-thinh-312-kirkland-vi-8-vien-145v-hang-chinh-hang-han-10-2024-i2092619976.html,30,30,43% Off,"31 Đã bán
(10)
Bình Dương",lazada,health,30,
"Que thử đường huyết Vivacheck Ino thương hiệu Mỹ, tặng kèm kim, date xa cuối 2023",166.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-vivacheck-ino-thuong-hieu-my-tang-kem-kim-date-xa-cuoi-2023-i1963663633.html,31,31,34% Off,"17 Đã bán
(4)
Hồ Chí Minh",lazada,health,31,
"Máy đo đường huyết, Axit Uric 2 trong 1 Sinocare Safe AQ UG Tặng kèm 10 que thử đường huyết và 50 que thử Axit Uric và 50 kim chích",269.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-axit-uric-2-trong-1-sinocare-safe-aq-ug-tang-kem-10-que-thu-duong-huyet-va-50-que-thu-axit-uric-va-50-kim-chich-i831596549.html,32,32,41% Off,"145 Đã bán
(62)
Hà Nội",lazada,health,32,
Giường Y Tế Điện Đa Năng DODOTO YJC-01 12 Tính Năng Chăm Sóc Toàn Diện Tại Nhà,13.056.000 ₫,https://www.lazada.vn/products/giuong-y-te-dien-da-nang-dodoto-yjc-01-12-tinh-nang-cham-soc-toan-dien-tai-nha-i2545411274.html,33,33,3% Off,Hồ Chí Minh,lazada,health,33,Official
Máy Đo Đường Huyết GA-3-chek Omron On Call Plus Máy đo ( thử ) tiểu đường tại nhà tốt và dễ dùng. Máy Đo Đường Trong Máu Tiện Lợi Thông Minh Độ Chính Xác Cao phát hành bởi GolDen Store_Mall,340.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-ga-3-chek-omron-on-call-plus-may-do-thu-tieu-duong-tai-nha-tot-va-de-dung-may-do-duong-trong-mau-tien-loi-thong-minh-do-chinh-xac-cao-phat-hanh-boi-golden-store_mall-i2536426616.html,34,34,50% Off,"43 Đã bán
(6)
Hồ Chí Minh",lazada,health,34,
Hộp 50 que thử tiểu đường carsen N dạng vỉ rời,150.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-tieu-duong-carsen-n-dang-vi-roi-i1664907510.html,35,35,,"151 Đã bán
(20)
Hà Nội",lazada,health,35,
Que thử đường huyết Medi USA | MediUSA TS3300,219.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-medi-usa-mediusa-ts3300-i2344654469.html,36,36,3% Off,"6 Đã bán
Hồ Chí Minh",lazada,health,36,
Bộ máy đo đường huyết Safe Accu tặng 1 hộp 25 que thử và hộp 25 kim chích máu,150.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-safe-accu-tang-1-hop-25-que-thu-va-hop-25-kim-chich-mau-i376796251.html,37,37,16% Off,"366 Đã bán
(97)
Hà Nội",lazada,health,37,
Máy đo huyết áp cơ Yamasu Model.500 sản xuất tại Nhật,425.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-yamasu-model500-san-xuat-tai-nhat-i1512108279.html,38,38,39% Off,"32 Đã bán
(11)
Hồ Chí Minh",lazada,health,38,
Bộ máy đo đường huyết Safe Accu tặng 1 hộp 50 que thử và hộp 50 kim chích máu,340.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-safe-accu-tang-1-hop-50-que-thu-va-hop-50-kim-chich-mau-i2519624815.html,39,39,50% Off,"101 Đã bán
(15)
Hồ Chí Minh",lazada,health,39,
Que thử đường huyết Acon On-Call Oncall Plus,109.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-acon-on-call-oncall-plus-i2337056295.html,40,40,,"8 Đã bán
(5)
Hồ Chí Minh",lazada,health,40,
Combo Hộp 50 que thử đường huyết Gluneo Lite và 50 kim chích máu,330.000 ₫,https://www.lazada.vn/products/combo-hop-50-que-thu-duong-huyet-gluneo-lite-va-50-kim-chich-mau-i761732367.html,1,1,15% Off,"190 Đã bán
(37)
Hà Nội",lazada,health,1,
Nhiệt Ẩm Kế Tanita TT-513,181.000 ₫,https://www.lazada.vn/products/nhiet-am-ke-tanita-tt-513-i907304725.html,2,2,47% Off,"25 Đã bán
(6)
Hồ Chí Minh",lazada,health,2,
"CAO SAO VÀNG OPC - Dùng khi nhức đầu, sổ mũi, đau bụng, say tàu xe, côn trùng đốt - Hàng chính hãng OPC",17.900 ₫,https://www.lazada.vn/products/cao-sao-vang-opc-dung-khi-nhuc-dau-so-mui-dau-bung-say-tau-xe-con-trung-dot-hang-chinh-hang-opc-i1538916667.html,3,3,,"913 Đã bán
(90)
Hồ Chí Minh",lazada,health,3,Official
Máy đo huyết áp mini KP _ 7190,150.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-mini-kp-_-7190-i2031316480.html,4,4,32% Off,Hồ Chí Minh,lazada,health,4,
"NHIỆT KẾ ĐIỆN TỬ HỒNG NGOẠI CHO BÉ, máy bắn nhiệt độ, máy đo thân nhiệt",190.000 ₫,https://www.lazada.vn/products/nhiet-ke-dien-tu-hong-ngoai-cho-be-may-ban-nhiet-do-may-do-than-nhiet-i2277840389.html,5,5,50% Off,"40 Đã bán
(33)
Hồ Chí Minh",lazada,health,5,Official
"Đai Lưng Cột Sống Nhật Bản, Thiết Kế Thoáng Khí, Dành Cho Những Người Thoái Hóa, Thoát Vị, Đau Lưng – Mẫu Mới",250.000 ₫,https://www.lazada.vn/products/dai-lung-cot-song-nhat-ban-thiet-ke-thoang-khi-danh-cho-nhung-nguoi-thoai-hoa-thoat-vi-dau-lung-mau-moi-i2346116651.html,6,6,50% Off,"95 Đã bán
(64)
Hồ Chí Minh",lazada,health,6,Official
Máy đo đường huyết Safe AQ Sinocare,347.999 ₫,https://www.lazada.vn/products/may-do-duong-huyet-safe-aq-sinocare-i314220680.html,7,7,50% Off,"89 Đã bán
(26)
Hồ Chí Minh",lazada,health,7,
Đai bảo vệ khớp gối Vantelin kowa - Bó gối bảo vệ đầu gối dây chằng khớp đầu gối vantelin knee protect Hộp 1 cái,189.000 ₫,https://www.lazada.vn/products/dai-bao-ve-khop-goi-vantelin-kowa-bo-goi-bao-ve-dau-goi-day-chang-khop-dau-goi-vantelin-knee-protect-hop-1-cai-i578278029.html,8,8,24% Off,"281 Đã bán
(42)
Hồ Chí Minh",lazada,health,8,
Que thử Cholesterol máy đo Benecheck 3in1 (10 que),320.000 ₫,https://www.lazada.vn/products/que-thu-cholesterol-may-do-benecheck-3in1-10-que-i1615108938.html,9,9,20% Off,"10 Đã bán
(2)
Hồ Chí Minh",lazada,health,9,
"[Chính hãng] Que Thử Đường Huyết Vivacheck Ino, Hộp 50 Que, Date Mới",204.000 ₫,https://www.lazada.vn/products/chinh-hang-que-thu-duong-huyet-vivacheck-ino-hop-50-que-date-moi-i2483985331.html,10,10,,"14 Đã bán
(2)
Hồ Chí Minh",lazada,health,10,
[HCM][Tặng kèm que thử và kim] Máy đo đường huyết accu-chek Omron On Call Plus Máy đo ( thử ) tiểu đường tại nhà tốt và dễ dùng - Máy đo đường huyết nào tốt - Máy đo đường huyết Safe Accu Sinocare dùng que thử tự động,350.000 ₫,https://www.lazada.vn/products/hcmtang-kem-que-thu-va-kim-may-do-duong-huyet-accu-chek-omron-on-call-plus-may-do-thu-tieu-duong-tai-nha-tot-va-de-dung-may-do-duong-huyet-nao-tot-may-do-duong-huyet-safe-accu-sinocare-dung-que-thu-tu-dong-i1055928281.html,11,11,,"182 Đã bán
(61)
Hồ Chí Minh",lazada,health,11,
Hộp 25 Kim chích máu +10 Que Thử Đường Huyết Sinocare Cho Độ Chính Xác Cao,65.000 ₫,https://www.lazada.vn/products/hop-25-kim-chich-mau-10-que-thu-duong-huyet-sinocare-cho-do-chinh-xac-cao-i320940194.html,12,12,40% Off,"726 Đã bán
(154)
Hà Nội",lazada,health,12,
Que thử đường huyết Safe Accu Sinocare 50 que + 50 Kim chích máu,151.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-safe-accu-sinocare-50-que-50-kim-chich-mau-i275396909.html,13,13,5% Off,"5.9K Đã bán
(1016)
Hồ Chí Minh",lazada,health,13,
"máy đo đường huyết, Mỡ máu, acid Uric 3 Trong 1 Benecheck Plus",800.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-mo-mau-acid-uric-3-trong-1-benecheck-plus-i374612899.html,14,14,,"42 Đã bán
(6)
Hà Nội",lazada,health,14,
50 que thử đường huyết kèm 50 kim lấy máu,162.500 ₫,https://www.lazada.vn/products/50-que-thu-duong-huyet-kem-50-kim-lay-mau-i2633947095.html,15,15,19% Off,Hà Nội,lazada,health,15,
[MUA 75 QUE TẶNG MÁY] Mua bộ sản phẩm 75 Que thử đường huyết tặng 1 máy đo đường huyết CONTOUR TS (mmol/L) (Giá trị thực: 1.653.000),480.000 ₫,https://www.lazada.vn/products/mua-75-que-tang-may-mua-bo-san-pham-75-que-thu-duong-huyet-tang-1-may-do-duong-huyet-contour-ts-mmoll-gia-tri-thuc-1653000-i2338223934.html,16,16,15% Off,"65 Đã bán
(36)
Hồ Chí Minh",lazada,health,16,Official
Que tiểu đường Clever Chek TD 4230 ( TD-4230),94.920 ₫,https://www.lazada.vn/products/que-tieu-duong-clever-chek-td-4230-td-4230-i2538957988.html,17,17,16% Off,"139 Đã bán
(32)
Hồ Chí Minh",lazada,health,17,
"Máy đo huyết áp MICROLIFE BP B2 Basic thế hệ mới cho độ chính xác cao, dễ sử dụng - MEDICAL",937.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-microlife-bp-b2-basic-the-he-moi-cho-do-chinh-xac-cao-de-su-dung-medical-i1669885026.html,18,18,16% Off,"23 Đã bán
(5)
Hồ Chí Minh",lazada,health,18,Official
"Bút chích máu Giác hơi, Thử tiểu đường",39.800 ₫,https://www.lazada.vn/products/but-chich-mau-giac-hoi-thu-tieu-duong-i1019862850.html,19,19,47% Off,"786 Đã bán
(105)
Hà Nội",lazada,health,19,
[Voucher 10%][2024] Flyco Máy đo đường huyết điện tử Y Tế Contec - Tặng kèm 25 Que Thử và Kim - Bảo hành 5 năm - Hàng Chính Hãng Đạt Chứng chỉ sản phẩm chất lượng ISO-9001 Tốt tương đương Omron Nhật Bản Thử Tiểu đường tại nhà tét,417.500 ₫,https://www.lazada.vn/products/voucher-102024-flyco-may-do-duong-huyet-dien-tu-y-te-contec-tang-kem-25-que-thu-va-kim-bao-hanh-5-nam-hang-chinh-hang-dat-chung-chi-san-pham-chat-luong-iso-9001-tot-tuong-duong-omron-nhat-ban-thu-tieu-duong-tai-nha-tet-i2491127245.html,20,20,46% Off,"16.1K Đã bán
(99)
Hà Nội",lazada,health,20,
Ống nghe Máy đo huyết áp Yamasu không gồm máy,118.000 ₫,https://www.lazada.vn/products/ong-nghe-may-do-huyet-ap-yamasu-khong-gom-may-i657002163.html,21,21,26% Off,"29 Đã bán
(6)
Hồ Chí Minh",lazada,health,21,
"Que Thử Axit Uric Gút (Gout) Cho Máy Đo Đường Huyết 3 In 1 Easy Touch ET322 Rossmax, (10-25 Que)",124.000 ₫,https://www.lazada.vn/products/que-thu-axit-uric-gut-gout-cho-may-do-duong-huyet-3-in-1-easy-touch-et322-rossmax-10-25-que-i2028547098.html,22,22,35% Off,"6 Đã bán
(3)
Hà Nội",lazada,health,22,
"Kim chích lấy máu 4 cạnh đầu tròn dùng cho đo thử đường huyết , tiểu đường Sinocare (hộp 50 kim)",12.000 ₫,https://www.lazada.vn/products/kim-chich-lay-mau-4-canh-dau-tron-dung-cho-do-thu-duong-huyet-tieu-duong-sinocare-hop-50-kim-i1347672161.html,23,23,25% Off,"796 Đã bán
(68)
Hồ Chí Minh",lazada,health,23,
Que Thử Đường Huyết On Call Plus Lọ 25 Que,114.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-on-call-plus-lo-25-que-i2599566260.html,24,24,24% Off,Hà Nội,lazada,health,24,
[Hàng Chính Hãng] Que Thử Đường Huyết Safe Accu 2 Hộp 50 Que Thử Tặng Kèm 50 Kim,157.500 ₫,https://www.lazada.vn/products/hang-chinh-hang-que-thu-duong-huyet-safe-accu-2-hop-50-que-thu-tang-kem-50-kim-i1647910531.html,25,25,10% Off,Hồ Chí Minh,lazada,health,25,
Bộ 50 que thử đường huyết cho máy Sinocare Safe AQ UG + Tặng 50 kim chích máu,170.000 ₫,https://www.lazada.vn/products/bo-50-que-thu-duong-huyet-cho-may-sinocare-safe-aq-ug-tang-50-kim-chich-mau-i720658524.html,26,26,19% Off,"57 Đã bán
(10)
Hà Nội",lazada,health,26,
